Kategoria,Źródło,Tytuł,Data,Link,Podsumowanie,CVE_ID,CVSS_Score,Severity
Luka,NVD (NIST),CVE-2025-3719 - HIGH (8.1),2025-10-07,https://nvd.nist.gov/vuln/detail/CVE-2025-3719,"An access control vulnerability was discovered in the CLI functionality due to a specific access restriction not being properly enforced for users with limited privileges. An authenticated user with limited privileges can issue administrative CLI commands, altering the device configuration, and/or a...",CVE-2025-3719,8.1,HIGH
Luka,NVD (NIST),CVE-2025-40649 - N/A (N/A),2025-10-07,https://nvd.nist.gov/vuln/detail/CVE-2025-40649,"Stored Cross-Site Scripting (XSS) in Biobanking and Biomolecular Resources Negotiator v3.15.2 - European Research Infrastructure (BBMRI-ERIC), consisting of a stored XSS due to a lack of proper validation of user input by sending a POST request using parameter text in '/api/v3/negotiations/<postUID>...",CVE-2025-40649,N/A,N/A
Luka,NVD (NIST),CVE-2025-40676 - N/A (N/A),2025-10-07,https://nvd.nist.gov/vuln/detail/CVE-2025-40676,Insecure Direct Object Reference (IDOR) in Negotiator v3.15.2 from Biobanking and Biomolecular Resources - European Research Infrastructure (BBMRI-ERIC). This vulnerability allows an attacker to access or modify unauthorised resources by manipulating requests that use the 'userID' parameter in '/api...,CVE-2025-40676,N/A,N/A
Luka,NVD (NIST),CVE-2025-40885 - MEDIUM (5.3),2025-10-07,https://nvd.nist.gov/vuln/detail/CVE-2025-40885,"A SQL Injection vulnerability was discovered in the Smart Polling functionality due to improper validation of an input parameter. An authenticated user with limited privileges can execute arbitrary SELECT SQL statements on the DBMS used by the web application, potentially exposing unauthorized data.",CVE-2025-40885,5.3,MEDIUM
Luka,NVD (NIST),CVE-2025-40886 - HIGH (7.5),2025-10-07,https://nvd.nist.gov/vuln/detail/CVE-2025-40886,"A SQL Injection vulnerability was discovered in the Alert functionality due to improper validation of an input parameter. An authenticated user with limited privileges can execute arbitrary SQL statements on the DBMS used by the web application, potentially exposing unauthorized data, altering their...",CVE-2025-40886,7.5,HIGH
Luka,NVD (NIST),CVE-2025-40887 - MEDIUM (5.3),2025-10-07,https://nvd.nist.gov/vuln/detail/CVE-2025-40887,"A SQL Injection vulnerability was discovered in the Alert functionality due to improper validation of an input parameter. An authenticated user with limited privileges can execute arbitrary SELECT SQL statements on the DBMS used by the web application, potentially exposing unauthorized data.",CVE-2025-40887,5.3,MEDIUM
Luka,NVD (NIST),CVE-2025-40888 - MEDIUM (5.3),2025-10-07,https://nvd.nist.gov/vuln/detail/CVE-2025-40888,"A SQL Injection vulnerability was discovered in the CLI functionality due to improper validation of an input parameter. An authenticated user with limited privileges can execute arbitrary SELECT SQL statements on the DBMS used by the web application, potentially exposing unauthorized data.",CVE-2025-40888,5.3,MEDIUM
Luka,NVD (NIST),CVE-2025-40889 - HIGH (8.1),2025-10-07,https://nvd.nist.gov/vuln/detail/CVE-2025-40889,"A path traversal vulnerability was discovered in the Time Machine functionality due to missing validation of two input parameters. An authenticated user with limited privileges, by issuing a specifically-crafted request, can potentially alter the structure and content of files in the /data folder, a...",CVE-2025-40889,8.1,HIGH
Luka,NVD (NIST),CVE-2021-22291 - HIGH (8.0),2025-10-07,https://nvd.nist.gov/vuln/detail/CVE-2021-22291,"Improper Neutralization of Input During Web Page Generation (XSS or 'Cross-site Scripting') vulnerability in ABB EIBPORT V3 KNX, ABB EIBPORT V3 KNX GSM.This issue affects EIBPORT V3 KNX: before 3.9.2; EIBPORT V3 KNX GSM: before 3.9.2.",CVE-2021-22291,8.0,HIGH
Luka,NVD (NIST),CVE-2025-11397 - HIGH (7.3),2025-10-07,https://nvd.nist.gov/vuln/detail/CVE-2025-11397,A security flaw has been discovered in SourceCodester Hotel and Lodge Management System 1.0. The affected element is an unknown function of the file /login.php. Performing manipulation of the argument email results in sql injection. The attack may be initiated remotely. The exploit has been released...,CVE-2025-11397,7.3,HIGH
Luka,NVD (NIST),CVE-2025-25009 - HIGH (8.7),2025-10-07,https://nvd.nist.gov/vuln/detail/CVE-2025-25009,Improper Neutralization of Input During Web Page Generation in Kibana can lead to Stored XSS via case file upload.,CVE-2025-25009,8.7,HIGH
Luka,NVD (NIST),CVE-2025-37728 - MEDIUM (5.4),2025-10-07,https://nvd.nist.gov/vuln/detail/CVE-2025-37728,Insufficiently Protected Credentials in the Crowdstrike connector can lead to Crowdstrike credentials being leaked. A malicious user can access cached credentials from a Crowdstrike connector in another space by creating and running a Crowdstrike connector in a space to which they have access.,CVE-2025-37728,5.4,MEDIUM
Luka,NVD (NIST),CVE-2025-48826 - HIGH (8.8),2025-10-07,https://nvd.nist.gov/vuln/detail/CVE-2025-48826,A format string vulnerability exists in the formPingCmd functionality of Planet WGR-500 v1.3411b190912. A specially crafted series of HTTP requests can lead to memory corruption. An attacker can send a series of HTTP requests to trigger this vulnerability.,CVE-2025-48826,8.8,HIGH
Luka,NVD (NIST),CVE-2025-50505 - HIGH (7.8),2025-10-07,https://nvd.nist.gov/vuln/detail/CVE-2025-50505,"Clash Verge Rev thru 2.2.3 forces the installation of system services(clash-verge-service) by default and exposes key functions through the unauthorized HTTP API `/start_clash`, allowing local users to submit arbitrary bin_path parameters and pass them directly to the service process for execution, ...",CVE-2025-50505,7.8,HIGH
Luka,NVD (NIST),CVE-2025-53476 - MEDIUM (5.3),2025-10-07,https://nvd.nist.gov/vuln/detail/CVE-2025-53476,A denial of service vulnerability exists in the ModbusTCP server functionality of OpenPLC _v3 a931181e8b81e36fadf7b74d5cba99b73c3f6d58. A specially crafted series of network connections can lead to the server not processing subsequent Modbus requests. An attacker can open a series of TCP connections...,CVE-2025-53476,5.3,MEDIUM
Luka,Watchtowr Labs,"Well, Well, Well. It’s Another Day. (Oracle E-Business Suite Pre-Auth RCE Chain - CVE-2025-61882)",2025-10-06 17:41,https://labs.watchtowr.com/well-well-well-its-another-day-oracle-e-business-suite-pre-auth-rce-chain-cve-2025-61882well-well-well-its-another-day-oracle-e-business-suite-pre-auth-rce-chain-cve-2025-61882/,"We bet you thought you’d be allowed to sit there, breathe, and savour the few moments of peace you’d earned after a painful week in cyber security.Obviously, you were horribly wrong, and you need to wake up now - we’re back, it’",,,
Luka,Watchtowr Labs,It's Never Simple Until It Is (Dell UnityVSA Pre-Auth Command Injection CVE-2025-36604),2025-10-03 12:44,https://labs.watchtowr.com/its-never-simple-until-it-is-dell-unityvsa-pre-auth-command-injection-cve-2025-36604/,"Welcome back, and what a week! We’re glad that happened for you and/or sorry that happened to you. It will get better and/or worse, and you will likely survive.Today, we’re walking down the garden path and digging into the archives, publishing our analysis",,,
Luka,Alexander Popov,[ru] Kernel-hack-drill и новый эксплойт для CVE-2024-50264 в ядре Linux,2025-10-03 10:37,https://a13xp0p0v.github.io/2025/10/03/kernel-hack-drill-and-CVE-2024-50264-ru.html,"Некоторые уязвимости, связанные с повреждением памяти, невероятно сложны для эксплуатации. Они могут вызывать состояния гонки, приводить к сбоям системы и накладывать разные ограничения, которые усложняют жизнь исследователя. Работа с такими «хрупкими» багами требует значительно больше времени и уси...",,,
Luka,Cisco Talos,Nvidia and Adobe vulnerabilities,2025-10-01 18:37,https://blog.talosintelligence.com/nvidia-and-adobe-vulnerabilities/,"Cisco Talos’ Vulnerability Discovery & Research team recently disclosed five vulnerabilities in Nvidia and one in Adobe Acrobat.The vulnerabilities mentioned in this blog post have been patched by their respective vendors, all in adherence to Cisco’s third-party vulnerability disclosure policy.    F...",,,
Luka,Mdsec,How Scattered Spider Exploited Weak Links in UK Retail Security,2025-10-01 14:26,https://www.mdsec.co.uk/2025/10/how-scattered-spider-exploited-weak-links-in-uk-retail-security/,"In recent months, a series of high-profile cyber attacks have hit the UK’s retail and automotive industries, targeting major companies like M&S, the Co-op, Harrods, and Jaguar Land Rover (JLR)....
The post How Scattered Spider Exploited Weak Links in UK Retail Security appeared first on MDSec.",,,
Luka,Checkpoint Research,Rhadamanthys 0.9.x – walk through the updates,2025-10-01 08:32,https://research.checkpoint.com/2025/rhadamanthys-0-9-x-walk-through-the-updates/,"Research by: hasherezade Highlights Introduction Rhadamanthys is a complex, multi-modular malware sold on the underground market since September 2022. It was first advertised by the actor “kingcrete2022.” From the outset, its design showed the hallmarks of experienced developers, and analysis soon r...",,,
Luka,Github Security Lab,CodeQL zero to hero part 5: Debugging queries,2025-09-29 15:00,https://github.blog/security/vulnerability-research/codeql-zero-to-hero-part-5-debugging-queries/,"Learn to debug and fix your CodeQL queries.
The post CodeQL zero to hero part 5: Debugging queries appeared first on The GitHub Blog.",,,
Luka,Project Zero,Pointer leaks through pointer-keyed data structures,2025-09-26 17:00,https://googleprojectzero.blogspot.com/2025/09/pointer-leaks-through-pointer-keyed.html,"Posted by Jann Horn, Google Project Zero
IntroductionSome time in 2024, during a Project Zero team discussion, we were talking about how remote ASLR leaks would be helpful or necessary for exploiting some types of memory corruption bugs, specifically in the context of Apple devices. Coming from the ...",,,
Luka,Doyensec,Yet Another Random Story: VBScript's Randomize Internals,2025-09-25T00:00:00+02:00,https://blog.doyensec.com/2025/09/25/yet-another-random-story.html,"In one of our recent posts, Dennis shared an interesting case study of C# exploitation that rode on Random-based password-reset tokens. He demonstrated how to use the single-packet attack, or a bit of old-school math, to beat the game. Recently, I performed a security test on a target which had a de...",,,
Luka,Watchtowr Labs,It Is Bad (Exploitation of Fortra GoAnywhere MFT CVE-2025-10035) - Part 2,2025-09-25 19:26,https://labs.watchtowr.com/it-is-bad-exploitation-of-fortra-goanywhere-mft-cve-2025-10035-part-2/,"We’re back, just over 24 hours later, to share our evolving understanding of CVE-2025-10035.Thanks to everyone who reached out after Part 1, and especially to the individual who shared credible intel that informed this update.In Part 1 we laid out an odd and worrying picture:A",,,
Luka,Embrace The Red,Cross-Agent Privilege Escalation: When Agents Free Each Other,2025-09-24 19:20,https://embracethered.com/blog/posts/2025/cross-agent-privilege-escalation-agents-that-free-each-other/,"During the Month of AI Bugs, I described an emerging vulnerability pattern that shows how commonly agentic systems have a design flaw that allows an agent to overwrite its own configuration and security settings.
This allows the agent to break out of its sandbox and escape by executing arbitrary cod...",,,
Luka,Zdi,CVE-2025-23298: Getting Remote Code Execution in NVIDIA Merlin,2025-09-24 16:41,https://www.thezdi.com/blog/2025/9/23/cve-2025-23298-getting-remote-code-execution-in-nvidia-merlin,"While investigating the security posture of various machine learning (ML) and artificial intelligence (AI) frameworks, the Trend Micro Zero Day Initiative (ZDI) Threat Hunting Team discovered a critical vulnerability in the NVIDIA Merlin Transformers4Rec library that could allow an attacker to achie...",,,
Luka,Watchtowr Labs,Is This Bad? This Feels Bad. (Fortra GoAnywhere CVE-2025-10035),2025-09-24 13:01,https://labs.watchtowr.com/is-this-bad-this-feels-bad-goanywhere-cve-2025-10035/,"File transfer used to be simple fun - fire up your favourite FTP client, log in to a glFTPd site, and you were done.Fast forward to 2025, and the same act requires a procurement team, a web interface, and a vendor proudly waving their Secure by Design pledge. Ever",,,
Luka,Talos Reports,NVIDIA cuobjdump DWARF debug abbreviations parsing arbitrary code execution vulnerability,2025-09-24 00:00,https://talosintelligence.com/vulnerability_reports/TALOS-2025-2155,,,,
Luka,Talos Reports,NVIDIA nvdisasm RELA section parsing out-of-bounds write vulnerability,2025-09-24 00:00,https://talosintelligence.com/vulnerability_reports/TALOS-2025-2172,,,,
Luka,Talos Reports,NVIDIA nvdisasm REL section header parsing out-of-bounds write vulnerability,2025-09-24 00:00,https://talosintelligence.com/vulnerability_reports/TALOS-2025-2204,,,,
Luka,Talos Reports,NVIDIA nvdisasm REL section header parsing heap-based buffer overflow vulnerability,2025-09-24 00:00,https://talosintelligence.com/vulnerability_reports/TALOS-2025-2191,,,,
Luka,Talos Reports,NVIDIA nvdisasm symbol table parsing improper array index validation vulnerability,2025-09-24 00:00,https://talosintelligence.com/vulnerability_reports/TALOS-2025-2169,,,,
Luka,Cisco Talos,"How RainyDay, Turian and a new PlugX variant abuse DLL search order hijacking",2025-09-23 18:00,https://blog.talosintelligence.com/how-rainyday-turian-and-a-new-plugx-variant-abuse-dll-search-order-hijacking/,Talos discovered that a new PlugX variant’s features overlap with both the RainyDay and Turian backdoors,,,
Luka,Github Security Lab,Our plan for a more secure npm supply chain,2025-09-23 00:29,https://github.blog/security/supply-chain-security/our-plan-for-a-more-secure-npm-supply-chain/,"Addressing a surge in package registry attacks, GitHub is strengthening npm's security with stricter authentication, granular tokens, and enhanced trusted publishing to restore trust in the open source ecosystem.
The post Our plan for a more secure npm supply chain appeared first on The GitHub Blog.",,,
Luka,Synacktiv,The Phantom Extension: Backdooring chrome through uncharted pathways,2025-09-23 00:00,https://www.synacktiv.com/en/publications/the-phantom-extension-backdooring-chrome-through-uncharted-pathways,"



 





The Phantom Extension: Backdooring chrome through uncharted pathways


23/09/2025


Pentest


                   The increasing hardening of traditional Windows components such as LSASS has pushed attackers to explore alternative entry points. Among these, web browsers have emerged as hig...",,,
Luka,Synacktiv,Exploring GrapheneOS secure allocator: Hardened Malloc,2025-09-22 00:00,https://www.synacktiv.com/en/publications/exploring-grapheneos-secure-allocator-hardened-malloc,"



 





Exploring GrapheneOS secure allocator: Hardened Malloc


22/09/2025


Exploit
Systems
Reverse-engineering


                   GrapheneOS is a mobile operating system based on Android and focusing on privacy and security. To enhance further the security of their product, GrapheneOS develo...",,,
Luka,Portswigger,WebSocket Turbo Intruder: Unearthing the WebSocket Goldmine,2025-09-17 12:40,https://portswigger.net/research/websocket-turbo-intruder-unearthing-the-websocket-goldmine,"Many testers and tools give up the moment a protocol upgrade to WebSocket occurs, or only perform shallow analysis. This is a huge blind spot, leaving many bugs like Broken Access Controls, Race condi",,,
Luka,Checkpoint Research,Yurei & The Ghost of Open Source Ransomware,2025-09-12 12:50,https://research.checkpoint.com/2025/yurei-the-ghost-of-open-source-ransomware/,"Key Points Yurei Ransomware Check Point Research discovered a new ransomware group on September 5. The group calls themselves Yurei (a sort of spirit in Japanese folklore), and initially listed one victim, a Sri Lankan food manufacturing company, on their darknet blog. These blogs are used by ransom...",,,
Luka,Watchtowr Labs,"You Already Have Our Personal Data, Take Our Phone Calls Too (FreePBX CVE-2025-57819)",2025-09-10 14:46,https://labs.watchtowr.com/you-already-have-our-personal-data-take-our-phone-calls-too-freepbx-cve-2025-57819/,"We’re back - it’s a day, in a month, in a year - and once again, something has happened.In this week’s episode of “the Internet is made of string and there is literally no evidence to suggest otherwise”, we present even",,,
Luka,Zdi,The September 2025 Security Update Review,2025-09-09 19:06,https://www.thezdi.com/blog/2025/9/9/the-september-2025-security-update-review,There’s a crispness in the air – at least here in North America – and with it comes the latest security patches from Adobe and Microsoft. Take a break from your scheduled activities and join us as we review the details of their latest security alerts. If you’d rather watch the full video recap cover...,,,
Luka,Apple Security Research,Memory Integrity Enforcement: A complete vision for memory safety in Apple devices,2025-09-09 00:00,https://security.apple.com/blog/memory-integrity-enforcement,,,,
Luka,Checkpoint Research,8th September – Threat Intelligence Report,2025-09-08 11:05,https://research.checkpoint.com/2025/8th-september-threat-intelligence-report/,"For the latest discoveries in cyber research for the week of 8th September, please download our Threat Intelligence Bulletin. TOP ATTACKS AND BREACHES A supply chain breach involving Salesloft’s Drift integration to Salesforce exposed sensitive customer data from multiple organizations, including Cl...",,,
Luka,Google Security Research Advisories,ChatGPT Agent - XSS on file://home/oai/redirect.html,2025-09-08 00:00,https://github.com/google/security-research/security/advisories/GHSA-fhcg-rg39-8mv6,,,,
Luka,Doyensec,ksmbd - Fuzzing Improvements and Vulnerability Discovery (2/3),2025-09-02T00:00:00+02:00,https://blog.doyensec.com/2025/09/02/ksmbd-2.html,"Introduction
This is a follow-up to the article originally published here.
Our initial research uncovered several unauthenticated bugs, but we had only touched the attack surface lightly. Even after patching the code to bypass authentication, most interesting operations required interacting with han...",,,
Luka,Pt Swarm,Kernel-hack-drill and a new approach to exploiting CVE-2024-50264 in the Linux kernel,2025-09-02 14:43,https://swarm.ptsecurity.com/kernel-hack-drill-and-a-new-approach-to-exploiting-cve-2024-50264-in-the-linux-kernel/,"Some memory corruption bugs are much harder to exploit than others. They can involve race conditions, crash the system, and impose limitations that make a researcher’s life difficult. Working with such fragile vulnerabilities demands significant time and effort. CVE-2024-50264 in the Linux kernel is...",,,
Luka,Alexander Popov,Kernel-hack-drill and a new approach to exploiting CVE-2024-50264 in the Linux kernel,2025-09-02 10:37,https://a13xp0p0v.github.io/2025/09/02/kernel-hack-drill-and-CVE-2024-50264.html,"Some memory corruption bugs are much harder to exploit than others. They can involve race conditions, crash the system, and impose limitations that make a researcher's life difficult. Working with such fragile vulnerabilities demands significant time and effort. CVE-2024-50264 in the Linux kernel is...",,,
Luka,Embrace The Red,Wrap Up: The Month of AI Bugs,2025-08-31 01:20,https://embracethered.com/blog/posts/2025/wrapping-up-month-of-ai-bugs/,"That’s it.
The Month of AI Bugs is done. There won’t be a post tomorrow, because I will be at PAX West.
Overview of Posts ChatGPT: Exfiltrating Your Chat History and Memories With Prompt Injection | Video ChatGPT Codex: Turning ChatGPT Codex Into a ZombAI Agent | Video Anthropic Filesystem MCP Serve...",,,
Luka,Embrace The Red,AgentHopper: An AI Virus,2025-08-30 03:20,https://embracethered.com/blog/posts/2025/agenthopper-a-poc-ai-virus/,"As part of the Month of AI Bugs, serious vulnerabilities that allow remote code execution via indirect prompt injection were discovered. There was a period of a few weeks where multiple arbitrary code execution vulnerabilities existed in popular agents, like GitHub Copilot, Amazon Q, AWS Kiro,…
Duri...",,,
Luka,Watchtowr Labs,Cache Me If You Can (Sitecore Experience Platform Cache Poisoning to RCE),2025-08-29 10:00,https://labs.watchtowr.com/cache-me-if-you-can-sitecore-experience-platform-cache-poisoning-to-rce/,"What is the main purpose of a Content Management System (CMS)?We have to accept that when we ask such existential and philosophical questions, we’re also admitting that we have no idea and that there probably isn’t an easy answer (this is our excuse, and we&",,,
Luka,Watchtowr Labs,The One Where We Just Steal The Vulnerabilities (CrushFTP CVE-2025-54309),2025-08-27 04:51,https://labs.watchtowr.com/the-one-where-we-just-steal-the-vulnerabilities-crushftp-cve-2025-54309/,"On July 18, 2025, users of CrushFTP woke up to an announcement:https://www.crushftp.com/crush11wiki/Wiki.jsp?page=CompromiseJuly2025As we’ve all experienced in 2025, 2025 has been the year of vendors burying their heads in the sand with regard to in-the-wild exploitation, even in the",,,
Luka,Embrace The Red,AWS Kiro: Arbitrary Code Execution via Indirect Prompt Injection,2025-08-26 14:00,https://embracethered.com/blog/posts/2025/aws-kiro-aribtrary-command-execution-with-indirect-prompt-injection/,"On the day AWS Kiro was released, I couldn’t resist putting it through some of my Month of AI Bugs security tests for coding agents.
AWS Kiro was vulnerable to arbitrary command execution via indirect prompt injection. This means that a remote attacker, who controls data that Kiro processes, could h...",,,
Luka,Portswigger,Inline Style Exfiltration: leaking data with chained CSS conditionals,2025-08-26 12:54,https://portswigger.net/research/inline-style-exfiltration,I discovered how to use CSS to steal attribute data without selectors and stylesheet imports! This means you can now exploit CSS injection via style attributes! Learn how below: Someone asked if you c,,,
Luka,Github Security Lab,Safeguarding VS Code against prompt injections,2025-08-25 16:01,https://github.blog/security/vulnerability-research/safeguarding-vs-code-against-prompt-injections/,"When a chat conversation is poisoned by indirect prompt injection, it can result in the exposure of GitHub tokens, confidential files, or even the execution of arbitrary code without the user's explicit consent. In this blog post, we'll explain which VS Code features may reduce these risks.
The post...",,,
Luka,Embrace The Red,How Prompt Injection Exposes Manus' VS Code Server to the Internet,2025-08-25 11:00,https://embracethered.com/blog/posts/2025/manus-ai-kill-chain-expose-port-vs-code-server-on-internet/,"Today we will cover a powerful, easy to use, autonomous agent called Manus. Manus is developed by the Chinese startup Butterfly Effect, headquartered in Singapore.
This post demonstrates an end-to-end indirect prompt injection attack leading to a compromise of Manus’ dev box.
This is achieved by tri...",,,
Luka,Renwa,When CTF Meets Bug Bounty: A Critical UXSS in Opera Browser,2025-08-24 23:11,https://medium.com/@renwa/when-ctf-meets-bug-bounty-a-critical-uxss-in-opera-browser-ee16f389e555?source=rss-3f8ae70e3957------2,"AI generated imageOn September 25, 2023, my team Super Guesser was running the on-site finals of WACON CTF 2023 in South Korea. I authored a browser challenge called “operaaa”: a vulnerable extension inside the latest Opera build. The goal? Leak the full URL of other open tabs. You can still try it ...",,,
Luka,Embrace The Red,Sneaking Invisible Instructions by Developers in Windsurf,2025-08-23 23:20,https://embracethered.com/blog/posts/2025/windsurf-sneaking-invisible-instructions-for-prompt-injection/,"Imagine a malicious instruction hidden in plain sight, invisible to you but not to the AI. This is a vulnerability discovered in Windsurf Cascade, it follows invisible instructions. This means there can be instructions in a file or result of a tool call that the developer cannot see, but the LLM doe...",,,
Luka,Embrace The Red,Windsurf: Memory-Persistent Data Exfiltration (SpAIware Exploit),2025-08-22 22:21,https://embracethered.com/blog/posts/2025/windsurf-spaiware-exploit-persistent-prompt-injection/,"In this second post about Windsurf Cascade we are exploring the SpAIware attack, which allows memory persistent data exfiltration. SpAIware is an attack we first successfully demonstrated with ChatGPT last year and OpenAI mitigated.
While inspecting the system prompt of Windsurf Cascade I noticed th...",,,
Luka,Stratum Security,Azure SSRF with Workflow Designer Feature,2025-08-20 13:00,https://blog.stratumsecurity.com/2025/08/20/azure-ssrf-with-workflow-designer-feature/,"During a recent security assessment, I discovered a Server-Side Request Forgery (SSRF) vulnerability that granted access to the Azure Instance Metadata Service (IMDS). Using this access, I successfully retrieved an Azure access token with Contributor role permissions.

Discovering the Vulnerability
...",,,
Luka,Watchtowr Labs,Guess Who Would Be Stupid Enough To Rob The Same Vault Twice? Pre-Auth RCE Chains in Commvault,2025-08-20 10:31,https://labs.watchtowr.com/guess-who-would-be-stupid-enough-to-rob-the-same-vault-twice-pre-auth-rce-chains-in-commvault/,"We’re back, and we’ve finished telling everyone that our name was on the back of Phrack!!!!1111Whatever, nerds.Today, we're back to scheduled content. Like our friendly neighbourhood ransomware gangs and APT groups, we've continued to spend irrational amounts of time",,,
Luka,Doyensec,Trivial C# Random Exploitation,2025-08-19T00:00:00+02:00,https://blog.doyensec.com/2025/08/19/trivial-exploit-on-C-random.html,"Exploiting random number generators requires math, right? Thanks to C#’s
Random, that is not necessarily the case! I ran into an HTTP 2.0 web service
issuing password reset tokens from a custom encoding of (new Random()).Next(min, max) output. 
This led to a critical account takeover.
Exploitation d...",,,
Luka,Watchtowr Labs,Should Security Solutions Be Secure? Maybe We're All Wrong - Fortinet FortiSIEM Pre-Auth Command Injection (CVE-2025-25256),2025-08-15 16:14,https://labs.watchtowr.com/should-security-solutions-be-secure-maybe-were-all-wrong-fortinet-fortisiem-pre-auth-command-injection-cve-2025-25256/,"It’s Friday, but we’re here today with unscheduled content - pushing our previously scheduled shenanigans to next week.Fortinet is no stranger to the watchTowr Labs research team. Today we’re looking at CVE-2025-25256 - a pre-authentication command injection in FortiSIEM that lets an attacker",,,
Luka,Exploits Forsale,CVE-2024-30088 Pwning Windows Kernel @ Pwn2Own Vancouver 2024 (Plus Xbox) ›,2025-08-14 00:00,https://exploits.forsale/,,,,
Luka,Google Security Research Advisories,tar-fs Link Directory Traversal Vulnerability,2025-08-14 00:00,https://github.com/google/security-research/security/advisories/GHSA-xrg4-qp5w-2c3w,,,,
Luka,Zdi,The August 2025 Security Update Review,2025-08-12 18:01,https://www.thezdi.com/blog/2025/8/12/the-august-2025-security-update-review,"We’ve made it through hacker summer camp and made our way to the second Tuesday of the month. Adobe and Microsoft seemed to have survived as well, as they released their latest security patches. Take a break from your scheduled activities and join us as we review the details of their latest security...",,,
Luka,Github Security Lab,Securing the supply chain at scale: Starting with 71 important open source projects,2025-08-11 16:00,https://github.blog/open-source/maintainers/securing-the-supply-chain-at-scale-starting-with-71-important-open-source-projects/,"Learn how the GitHub Secure Open Source Fund helped 71 open source projects significantly improve their security posture through direct funding, expert guidance, and actionable playbooks.
The post Securing the supply chain at scale: Starting with 71 important open source projects appeared first on T...",,,
Luka,Project Zero,From Chrome renderer code exec to kernel with MSG_OOB,2025-08-08 10:43,https://googleprojectzero.blogspot.com/2025/08/from-chrome-renderer-code-exec-to-kernel.html,"Posted by Jann Horn, Google Project ZeroIntroduction
In early June, I was reviewing a new Linux kernel feature when I learned about the MSG_OOB feature supported by stream-oriented UNIX domain sockets. I reviewed the implementation of MSG_OOB, and discovered a security bug (CVE-2025-38236) affecting...",,,
Luka,Synacktiv,Should you trust your zero trust? Bypassing Zscaler posture checks,2025-08-08 00:00,https://www.synacktiv.com/en/publications/should-you-trust-your-zero-trust-bypassing-zscaler-posture-checks,"



 





Should you trust your zero trust? Bypassing Zscaler posture checks


08/08/2025


Pentest


                   Zscaler is widely used to enforce zero trust principles by verifying device posture before granting access to internal resources. These checks are meant to provide an additional ...",,,
Luka,Android Offensive Security,Binder Fuzzing,2025-08-06 00:00,https://androidoffsec.withgoogle.com/posts/binder-fuzzing/,"In our previous blog posts, we explored Android Binder’s intricacies, from exploiting a vulnerability (CVE-2023-20938) for kernel code execution to examining its inner workings. In this post, we shift our focus to finding vulnerabilities in the Binder kernel driver through fuzzing.
This post provide...",,,
Luka,Zdi,Pwn2Own Returns to Ireland with a One Million Dollar WhatsApp Target,2025-07-31 19:04,https://www.thezdi.com/blog/2025/7/30/pwn2own-returns-to-ireland-with-a-one-million-dollar-whatsapp-target,"If you just want to read the rules, you can find them here. Updated on 8/15 to clarify printer target models. Updated on 8/22 to clarify scoping for WhatsApp for Windows.Last year, we moved our consumer-focused Pwn2Own event to our offices in Cork, Ireland, and the event could not have gone better. ...",,,
Luka,Google Security Research Advisories,Python Tar Filter Bypass Vulnerability,2025-07-31 00:00,https://github.com/google/security-research/security/advisories/GHSA-7fj8-pjw2-r9vh,,,,
Luka,Project Zero,Policy and Disclosure: 2025 Edition,2025-07-29 14:54,https://googleprojectzero.blogspot.com/2025/07/reporting-transparency.html,"Posted by Tim Willis, Google Project Zero
In 2021, we updated our vulnerability disclosure policy to the current ""90+30"" model. Our goals were to drive faster yet thorough patch development, and improve patch adoption. While we’ve seen progress, a significant challenge remains: the time it takes for...",,,
Luka,Zdi,CVE-2025-20281: Cisco ISE API Unauthenticated Remote Code Execution Vulnerability,2025-07-25 16:30,https://www.thezdi.com/blog/2025/7/24/cve-2025-20281-cisco-ise-api-unauthenticated-remote-code-execution-vulnerability,"On January 25th, 2025, the Trend Zero Day Initiative (ZDI) received a report from Kentaro Kawane of GMO Cybersecurity by Ierae regarding a deserialization of untrusted data vulnerability in Cisco Identity Services Engine (ISE). This pre-authentication vulnerability existed in the enableStrongSwanTun...",,,
Luka,Pt Swarm,The Guest Who Could: Exploiting LPE in VMWare Tools,2025-07-22 13:32,https://swarm.ptsecurity.com/the-guest-who-could-exploiting-lpe-in-vmware-tools/,"VMWare Tools provides a rich set of drivers and services that enhance manageability of virtual machines and enable guest-host communication. While the host-to-guest RPC mechanisms have long been attractive targets for vulnerability research due to their potential for VM escapes, the other components...",,,
Luka,Pt Swarm,Daemon Ex Plist: LPE via MacOS Daemons,2025-07-17 15:11,https://swarm.ptsecurity.com/daemon-ex-plist-lpe-via-macos-daemons/,"Introduction Today, we will try to figure out one mechanism for which there is not much information available on the internet and attempt to use the defect of this mechanism to exploit an LPE vulnerability. The mechanism we are going to look into is Mac-specific startup process for specialized servi...",,,
Luka,Zdi,CVE-2025-4919: Corruption via Math Space in Mozilla Firefox,2025-07-15 14:27,https://www.thezdi.com/blog/2025/7/14/cve-2025-4919-corruption-via-math-space-in-mozilla-firefox,"In recent years, there has been an increase interest in the JavaScript engine vulnerabilities in order to compromise web browsers. Notably, vulnerabilities in JIT engines are among the most favorite ones as it provides strong primitives and well-known techniques are already available to facilitate c...",,,
